category,Straddle Price,Index Spot,Synthetic Future
Tue Sep 03 2024,110.5,23734.25,23720.30
Tue Sep 03 2024,110.05,23709.3,23694.15
Tue Sep 03 2024,119.05,23703.9,23695.45
Tue Sep 03 2024,121.05,23711.45,23706.75
Tue Sep 03 2024,115.1,23713.15,23702.70
Tue Sep 03 2024,111.15,23708.35,23697.15
Tue Sep 03 2024,110.25,23714.5,23704.15
Tue Sep 03 2024,123,23735,23735.60
Tue Sep 03 2024,109.4,23726.2,23714.40
Tue Sep 03 2024,104.75,23719.8,23708.45
Tue Sep 03 2024,106.55,23702.8,23690.05
Tue Sep 03 2024,105.6,23700.95,23696.60
Tue Sep 03 2024,105.1,23699.9,23699.00
Tue Sep 03 2024,103.3,23708.4,23703.50
Tue Sep 03 2024,102.25,23703.95,23702.65
Tue Sep 03 2024,103.25,23705.85,23706.35
Tue Sep 03 2024,104.65,23717.35,23721.95
Tue Sep 03 2024,101.8,23721.65,23712.40
Tue Sep 03 2024,100.15,23713.95,23701.75
Tue Sep 03 2024,100.6,23710.65,23704.30
Tue Sep 03 2024,99.65,23707.7,23704.75
Tue Sep 03 2024,102.7,23706.05,23711.20
Tue Sep 03 2024,103.05,23711.8,23712.85
Tue Sep 03 2024,105.5,23711.85,23713.90
Tue Sep 03 2024,104.25,23716.8,23709.25
Tue Sep 03 2024,111.6,23701.85,23694.50
Tue Sep 03 2024,109.6,23703.55,23699.90
Tue Sep 03 2024,104.2,23710.15,23703.80
Tue Sep 03 2024,102.9,23703.35,23694.10
Tue Sep 03 2024,102,23706.45,23695.30
Tue Sep 03 2024,100.6,23700.4,23693.30
Tue Sep 03 2024,98.05,23699.7,23690.55
Tue Sep 03 2024,93.5,23701.2,23689.80
Tue Sep 03 2024,94.35,23696.75,23685.15
Tue Sep 03 2024,94.5,23699.45,23687.50
Tue Sep 03 2024,96.45,23693.55,23687.85
Tue Sep 03 2024,95.85,23696.9,23689.05
Tue Sep 03 2024,96.85,23700.6,23691.15
Tue Sep 03 2024,98.15,23702.75,23698.05
Tue Sep 03 2024,100.95,23704.35,23694.65
Tue Sep 03 2024,102.55,23699.25,23694.05
