category,Straddle Price,Index Spot,Synthetic Future
Tue Sep 24 2024,144.95,24914.2,24901.05
Tue Sep 24 2024,148.4,24908.95,24896.70
Tue Sep 24 2024,146.65,24916.2,24903.45
Tue Sep 24 2024,142.3,24911.65,24902.70
Tue Sep 24 2024,144.65,24920.05,24915.65
Tue Sep 24 2024,157.4,24943.05,24943.30
Tue Sep 24 2024,145.8,24943.9,24936.90
Tue Sep 24 2024,146.65,24919.15,24916.05
Tue Sep 24 2024,137.2,24925.8,24912.10
Tue Sep 24 2024,139.35,24947.55,24953.35
Tue Sep 24 2024,145.3,24962.4,24968.40
Tue Sep 24 2024,142.65,24952.1,24952.35
Tue Sep 24 2024,134.55,24943.6,24935.95
Tue Sep 24 2024,140.45,24933.5,24922.65
Tue Sep 24 2024,135.9,24933.55,24926.20
Tue Sep 24 2024,136.85,24929.25,24918.55
Tue Sep 24 2024,131.85,24929.7,24916.55
Tue Sep 24 2024,135.45,24933.7,24924.05
Tue Sep 24 2024,127.9,24926.75,24913.40
Tue Sep 24 2024,130.6,24932.3,24919.00
Tue Sep 24 2024,128.6,24910.6,24896.30
Tue Sep 24 2024,131.65,24906.45,24897.05
Tue Sep 24 2024,127.1,24920.1,24916.30
Tue Sep 24 2024,126.75,24912.3,24897.65
Tue Sep 24 2024,127.35,24905.4,24891.35
Tue Sep 24 2024,125.35,24920.7,24903.35
Tue Sep 24 2024,125.2,24905.95,24892.50
Tue Sep 24 2024,119.5,24910,24898.40
Tue Sep 24 2024,118.15,24905.7,24893.35
Tue Sep 24 2024,117.05,24913.95,24904.95
Tue Sep 24 2024,116.45,24914.7,24901.95
Tue Sep 24 2024,117,24895.7,24884.00
Tue Sep 24 2024,113.95,24902.05,24888.55
Tue Sep 24 2024,116.75,24901.1,24887.85
Tue Sep 24 2024,114.95,24904.75,24892.85
Tue Sep 24 2024,115.35,24906,24894.35
Tue Sep 24 2024,113.15,24899.35,24885.35
Tue Sep 24 2024,113.65,24906.15,24897.65
Tue Sep 24 2024,114.85,24906.3,24896.05
Tue Sep 24 2024,114.45,24905.3,24894.05
Tue Sep 24 2024,110.7,24899.8,24890.20
Tue Sep 24 2024,113.5,24909.8,24898.80
Tue Sep 24 2024,113.65,24903.25,24894.05
Tue Sep 24 2024,113.85,24906.45,24892.35
Tue Sep 24 2024,113,24913.4,24898.40
Tue Sep 24 2024,112.55,24916.1,24902.95
Tue Sep 24 2024,112.65,24924.2,24911.25
Tue Sep 24 2024,114.7,24935.1,24922.30
Tue Sep 24 2024,111.85,24924.8,24912.75
Tue Sep 24 2024,115.5,24933.1,24921.90
Tue Sep 24 2024,116.3,24939.2,24928.20
Tue Sep 24 2024,114.95,24932.7,24921.55
Tue Sep 24 2024,112.85,24928.05,24919.75
Tue Sep 24 2024,112.9,24937.4,24923.50
Tue Sep 24 2024,106.55,24925.6,24912.75
Tue Sep 24 2024,102.85,24922.95,24910.35
Tue Sep 24 2024,105.2,24929.9,24920.20
Tue Sep 24 2024,108.4,24935.4,24923.20
Tue Sep 24 2024,108.6,24955.3,24943.80
Tue Sep 24 2024,106.75,24957.8,24948.05
Tue Sep 24 2024,103.7,24952.8,24940.50
Tue Sep 24 2024,103.55,24945.1,24932.45
Tue Sep 24 2024,101.85,24954.05,24948.65
Tue Sep 24 2024,102.9,24957.85,24947.40
Tue Sep 24 2024,99.65,24956.8,24949.25
Tue Sep 24 2024,100.8,24961.95,24950.30
Tue Sep 24 2024,98.25,24961.65,24950.65
Tue Sep 24 2024,98.95,24952.65,24948.45
Tue Sep 24 2024,97.6,24949.35,24941.20
Tue Sep 24 2024,98.55,24953,24948.55
Tue Sep 24 2024,96.55,24949.3,24943.85
Tue Sep 24 2024,98,24949.7,24943.60
Tue Sep 24 2024,96.65,24962.8,24954.75
Tue Sep 24 2024,95.3,24961.3,24954.20
Tue Sep 24 2024,92.55,24961.35,24953.75
Tue Sep 24 2024,90.95,24967.6,24959.65
Tue Sep 24 2024,90.6,24972.7,24965.80
Tue Sep 24 2024,90.7,24971.15,24960.20
Tue Sep 24 2024,91.65,24966.75,24961.95
Tue Sep 24 2024,92.4,24965.35,24962.20
Tue Sep 24 2024,91,24973.4,24964.20
Tue Sep 24 2024,90.85,24973.25,24964.05
Tue Sep 24 2024,89.15,24976.4,24967.65
Tue Sep 24 2024,89.1,24972.5,24960.00
Tue Sep 24 2024,88.2,24971.75,24957.90
Tue Sep 24 2024,89.55,24963.8,24957.55
Tue Sep 24 2024,88.5,24978.45,24964.00
Tue Sep 24 2024,87.55,24974.7,24965.45
Tue Sep 24 2024,86.4,24979.75,24968.80
Tue Sep 24 2024,85.95,24979,24968.65
Tue Sep 24 2024,84,24970.4,24962.10
Tue Sep 24 2024,83.65,24970.25,24957.55
Tue Sep 24 2024,84.5,24972.75,24961.30
Tue Sep 24 2024,84.95,24974.95,24964.85
Tue Sep 24 2024,84.2,24978.65,24967.80
Tue Sep 24 2024,84.4,24969.55,24964.20
Tue Sep 24 2024,81.85,24968.75,24956.95
Tue Sep 24 2024,81.2,24956.4,24946.70
Tue Sep 24 2024,81.3,24960.5,24949.40
Tue Sep 24 2024,82.25,24961.2,24949.95
Tue Sep 24 2024,81.55,24957.15,24947.25
Tue Sep 24 2024,83.45,24963,24949.95
Tue Sep 24 2024,81.95,24955,24946.45
Tue Sep 24 2024,80.2,24967.65,24955.80
Tue Sep 24 2024,79.85,24964.6,24951.45
Tue Sep 24 2024,80.3,24964.6,24951.30
Tue Sep 24 2024,79.65,24963.1,24950.45
Tue Sep 24 2024,80.45,24964,24952.35
Tue Sep 24 2024,78.9,24964.75,24952.90
Tue Sep 24 2024,79.25,24965.55,24952.85
Tue Sep 24 2024,77,24954.35,24944.70
Tue Sep 24 2024,77.95,24954.6,24946.95
Tue Sep 24 2024,77.5,24950.75,24942.10
Tue Sep 24 2024,77.35,24946.3,24941.25
Tue Sep 24 2024,77.25,24951,24943.75
Tue Sep 24 2024,75.3,24954.05,24944.70
Tue Sep 24 2024,76.9,24944.85,24934.00
Tue Sep 24 2024,77.05,24941.75,24930.75
Tue Sep 24 2024,75.45,24945.7,24934.65
Tue Sep 24 2024,74.55,24948.8,24934.25
Tue Sep 24 2024,74.75,24946.95,24933.45
Tue Sep 24 2024,76.4,24942.45,24929.40
Tue Sep 24 2024,74.35,24944.3,24934.25
Tue Sep 24 2024,77.9,24937.75,24929.90
Tue Sep 24 2024,76.5,24942.4,24930.70
Tue Sep 24 2024,81.3,24934.6,24921.40
Tue Sep 24 2024,83.95,24934.3,24920.15
Tue Sep 24 2024,79.95,24938.95,24927.05
Tue Sep 24 2024,80.15,24939.2,24924.25
Tue Sep 24 2024,79.2,24937.95,24926.00
Tue Sep 24 2024,74.45,24944.05,24931.85
Tue Sep 24 2024,73.55,24950.35,24940.85
Tue Sep 24 2024,71.65,24951.55,24940.55
Tue Sep 24 2024,72.7,24953.2,24940.70
Tue Sep 24 2024,72.95,24949.8,24938.65
Tue Sep 24 2024,73.25,24947.3,24934.55
Tue Sep 24 2024,73.65,24947.15,24933.95
Tue Sep 24 2024,73.9,24944.45,24931.60
Tue Sep 24 2024,72.95,24942.25,24932.15
Tue Sep 24 2024,72.45,24946.85,24934.95
Tue Sep 24 2024,70.6,24946.3,24936.70
Tue Sep 24 2024,71.05,24951.9,24938.45
Tue Sep 24 2024,71.95,24948.1,24936.15
Tue Sep 24 2024,73.15,24945.85,24934.35
Tue Sep 24 2024,72.65,24949,24934.35
Tue Sep 24 2024,74.15,24945.5,24932.45
Tue Sep 24 2024,74.2,24940.35,24932.10
Tue Sep 24 2024,72.2,24945.1,24938.30
Tue Sep 24 2024,71.3,24944.6,24936.80
Tue Sep 24 2024,69.2,24945.95,24940.70
Tue Sep 24 2024,67.45,24951,24943.45
Tue Sep 24 2024,65.45,24950.85,24943.45
Tue Sep 24 2024,66.1,24951.15,24940.90
Tue Sep 24 2024,67.65,24951.7,24943.15
Tue Sep 24 2024,66.55,24951.25,24943.25
Tue Sep 24 2024,67.9,24946.9,24941.70
Tue Sep 24 2024,68.8,24946.85,24940.70
Tue Sep 24 2024,69.1,24953.4,24941.60
Tue Sep 24 2024,70.35,24942.05,24935.25
Tue Sep 24 2024,72.05,24946.3,24937.45
Tue Sep 24 2024,70.15,24949.85,24940.95
Tue Sep 24 2024,71.65,24948.85,24938.55
Tue Sep 24 2024,71.35,24948.35,24939.45
Tue Sep 24 2024,71.4,24946.9,24938.20
Tue Sep 24 2024,71.3,24949.5,24938.90
Tue Sep 24 2024,72.1,24950.3,24937.80
Tue Sep 24 2024,74.2,24945.65,24936.10
Tue Sep 24 2024,73.45,24947.3,24936.15
Tue Sep 24 2024,79.55,24937.25,24926.95
Tue Sep 24 2024,82.1,24938.4,24925.50
Tue Sep 24 2024,78.7,24937.45,24926.70
Tue Sep 24 2024,78.5,24938.6,24927.30
Tue Sep 24 2024,77.45,24938.05,24926.55
Tue Sep 24 2024,75.05,24938.3,24925.65
Tue Sep 24 2024,75,24931.8,24919.30
Tue Sep 24 2024,73.8,24917.6,24908.50
Tue Sep 24 2024,72.85,24918.15,24905.35
Tue Sep 24 2024,72.85,24913.6,24900.65
Tue Sep 24 2024,72.9,24911.3,24897.30
Tue Sep 24 2024,71.8,24918.2,24904.70
Tue Sep 24 2024,69.25,24915.25,24903.65
Tue Sep 24 2024,69.95,24913.9,24902.25
Tue Sep 24 2024,68.35,24918.25,24908.05
Tue Sep 24 2024,72.05,24909.2,24900.65
Tue Sep 24 2024,72.55,24907,24898.05
Tue Sep 24 2024,72.3,24910.35,24899.90
Tue Sep 24 2024,72.7,24910.05,24898.50
Tue Sep 24 2024,71.9,24912.2,24902.80
Tue Sep 24 2024,71.85,24912.95,24901.45
Tue Sep 24 2024,71.95,24912,24900.85
Tue Sep 24 2024,70.75,24915.55,24905.25
Tue Sep 24 2024,71.35,24918.1,24904.55
Tue Sep 24 2024,68.65,24925.4,24910.95
Tue Sep 24 2024,69.35,24923.1,24909.35
Tue Sep 24 2024,69.05,24919.4,24906.15
Tue Sep 24 2024,70.2,24919.55,24904.90
Tue Sep 24 2024,70.25,24916.95,24904.45
Tue Sep 24 2024,69.9,24917.9,24905.40
Tue Sep 24 2024,69.6,24917.35,24904.50
Tue Sep 24 2024,69.7,24916.75,24904.50
Tue Sep 24 2024,68.2,24921.7,24907.60
Tue Sep 24 2024,69.4,24919.05,24906.90
Tue Sep 24 2024,69.2,24922,24906.90
Tue Sep 24 2024,68.65,24918.75,24906.25
Tue Sep 24 2024,69,24919.85,24904.70
Tue Sep 24 2024,68.55,24917,24901.75
Tue Sep 24 2024,68.55,24917.85,24901.95
Tue Sep 24 2024,68.05,24918.4,24902.15
Tue Sep 24 2024,66.75,24921,24905.35
Tue Sep 24 2024,64.4,24923.7,24911.30
Tue Sep 24 2024,65.3,24923.75,24910.50
Tue Sep 24 2024,65.7,24919.4,24905.90
Tue Sep 24 2024,65.25,24917.5,24902.65
Tue Sep 24 2024,65.4,24913.1,24899.20
Tue Sep 24 2024,65.8,24908.2,24897.70
Tue Sep 24 2024,64.95,24907.85,24898.05
Tue Sep 24 2024,65.65,24909.05,24898.75
Tue Sep 24 2024,66.4,24909.35,24897.40
Tue Sep 24 2024,65.95,24912.8,24898.55
Tue Sep 24 2024,67.1,24908.65,24895.80
Tue Sep 24 2024,66.2,24912.8,24898.70
Tue Sep 24 2024,66.15,24912.9,24901.05
Tue Sep 24 2024,66.4,24912.1,24897.90
Tue Sep 24 2024,65.95,24912.5,24899.55
Tue Sep 24 2024,65.6,24915.05,24900.30
Tue Sep 24 2024,65.8,24911.55,24898.60
Tue Sep 24 2024,64.85,24914,24900.25
Tue Sep 24 2024,65.25,24911.85,24898.05
Tue Sep 24 2024,65,24912.85,24898.30
Tue Sep 24 2024,65.35,24907,24895.55
Tue Sep 24 2024,64.15,24909.15,24894.85
Tue Sep 24 2024,65.4,24905.6,24892.20
Tue Sep 24 2024,63,24905.85,24894.40
Tue Sep 24 2024,64.55,24903.65,24890.75
Tue Sep 24 2024,63.9,24906.75,24891.40
Tue Sep 24 2024,63.75,24907.5,24893.45
Tue Sep 24 2024,64.6,24901.45,24891.20
Tue Sep 24 2024,64.4,24904.8,24891.90
Tue Sep 24 2024,63.9,24904.15,24891.80
Tue Sep 24 2024,65.65,24901.6,24888.95
Tue Sep 24 2024,64.5,24901.2,24887.50
Tue Sep 24 2024,64.85,24898.7,24887.75
Tue Sep 24 2024,64.1,24904.15,24889.40
Tue Sep 24 2024,64.6,24901.8,24887.40
Tue Sep 24 2024,64.1,24901.5,24888.90
Tue Sep 24 2024,64.05,24902.7,24888.35
Tue Sep 24 2024,64.15,24897.3,24883.85
Tue Sep 24 2024,65.25,24893.35,24881.35
Tue Sep 24 2024,63.55,24897.1,24885.05
Tue Sep 24 2024,62.4,24902.85,24888.70
Tue Sep 24 2024,62.65,24900.9,24887.45
Tue Sep 24 2024,62.35,24904.8,24888.95
Tue Sep 24 2024,60.8,24903.5,24891.30
Tue Sep 24 2024,61.75,24901.15,24888.55
Tue Sep 24 2024,61.35,24898.95,24890.15
Tue Sep 24 2024,62.55,24896.85,24889.45
Tue Sep 24 2024,61.7,24898.9,24888.40
Tue Sep 24 2024,60.3,24900.15,24893.60
Tue Sep 24 2024,60.7,24900.2,24892.00
Tue Sep 24 2024,60.8,24900.95,24893.00
Tue Sep 24 2024,60.15,24900.95,24893.95
Tue Sep 24 2024,59.35,24901.1,24895.55
Tue Sep 24 2024,58.65,24902.1,24894.75
Tue Sep 24 2024,59.6,24898.45,24892.40
Tue Sep 24 2024,59.8,24894.45,24893.80
Tue Sep 24 2024,58.65,24897.9,24896.85
Tue Sep 24 2024,58.3,24900.35,24897.70
Tue Sep 24 2024,57.5,24903.15,24901.70
Tue Sep 24 2024,57.85,24905.35,24902.25
Tue Sep 24 2024,57.95,24906.3,24901.95
Tue Sep 24 2024,57.05,24902.4,24900.05
Tue Sep 24 2024,58.15,24904.4,24902.05
Tue Sep 24 2024,58.1,24910.3,24905.10
