category,Straddle Price,Index Spot,Synthetic Future
Fri Sep 20 2024,401.6,83595.77,83602.90
Fri Sep 20 2024,444.3,83577.3,83582.20
Fri Sep 20 2024,438.25,83539.18,83541.75
Fri Sep 20 2024,495.5,83476.98,83502.20
Fri Sep 20 2024,470.65,83478.09,83530.65
Fri Sep 20 2024,463.3,83496.8,83533.10
Fri Sep 20 2024,463.4,83480.5,83521.50
Fri Sep 20 2024,455.55,83493.08,83535.55
Fri Sep 20 2024,453.7,83468.49,83479.10
Fri Sep 20 2024,475.2,83432.62,83434.30
Fri Sep 20 2024,518,83363.88,83358.60
Fri Sep 20 2024,567.15,83295.79,83278.25
Fri Sep 20 2024,553,83311.38,83274.70
Fri Sep 20 2024,541.95,83272.4,83286.15
Fri Sep 20 2024,518.2,83385.63,83396.30
Fri Sep 20 2024,513.55,83415.53,83452.65
Fri Sep 20 2024,499.65,83415.54,83433.85
Fri Sep 20 2024,498,83438.55,83473.40
Fri Sep 20 2024,481.55,83433.16,83416.75
Fri Sep 20 2024,476.95,83407.22,83397.75
Fri Sep 20 2024,465.1,83375.37,83367.70
Fri Sep 20 2024,463.9,83400.49,83409.40
Fri Sep 20 2024,461.2,83390.08,83438.00
Fri Sep 20 2024,454.15,83413.91,83475.25
Fri Sep 20 2024,443.4,83400.38,83427.40
Fri Sep 20 2024,450.1,83439.83,83429.40
Fri Sep 20 2024,459.7,83431.04,83394.70
Fri Sep 20 2024,470.1,83337.66,83322.70
Fri Sep 20 2024,473.75,83320.59,83315.25
Fri Sep 20 2024,461.55,83346.64,83355.75
Fri Sep 20 2024,425.65,83417.84,83410.45
Fri Sep 20 2024,435.45,83417.34,83403.15
Fri Sep 20 2024,419,83350.19,83288.10
Fri Sep 20 2024,439.85,83314.39,83293.95
Fri Sep 20 2024,413.2,83355.37,83359.70
Fri Sep 20 2024,415.55,83369.05,83351.75
Fri Sep 20 2024,403.55,83356.87,83339.05
Fri Sep 20 2024,414.15,83350,83332.85
Fri Sep 20 2024,409.35,83364.17,83325.55
Fri Sep 20 2024,411.4,83326.81,83289.40
Fri Sep 20 2024,415.8,83324.63,83265.80
Fri Sep 20 2024,416.45,83320.04,83283.15
Fri Sep 20 2024,417.55,83307.22,83289.55
Fri Sep 20 2024,418.4,83276.28,83270.50
Fri Sep 20 2024,452.05,83217.86,83133.75
Fri Sep 20 2024,441.6,83220.44,83196.50
Fri Sep 20 2024,443.05,83259.73,83261.95
Fri Sep 20 2024,444.65,83275.14,83221.45
Fri Sep 20 2024,441.4,83278.4,83244.30
Fri Sep 20 2024,445.2,83271.59,83248.80
Fri Sep 20 2024,437.6,83252.32,83220.80
Fri Sep 20 2024,446.65,83267.71,83247.15
Fri Sep 20 2024,454.95,83295.36,83348.65
Fri Sep 20 2024,448.5,83319.74,83334.00
Fri Sep 20 2024,435.85,83310.93,83314.15
Fri Sep 20 2024,440.65,83306.64,83293.05
Fri Sep 20 2024,439.75,83315.2,83287.25
Fri Sep 20 2024,439.05,83301.24,83292.85
Fri Sep 20 2024,426.7,83284.19,83293.70
Fri Sep 20 2024,428.55,83279.33,83268.25
Fri Sep 20 2024,425.7,83284.31,83262.00
Fri Sep 20 2024,427.95,83264.74,83257.95
Fri Sep 20 2024,419.55,83263.21,83242.45
Fri Sep 20 2024,425.35,83261.44,83244.65
Fri Sep 20 2024,424.8,83269.48,83272.30
Fri Sep 20 2024,425,83286.14,83275.00
Fri Sep 20 2024,421.8,83293.33,83305.30
Fri Sep 20 2024,427.1,83304.86,83298.60
Fri Sep 20 2024,454.85,83364.83,83412.85
Fri Sep 20 2024,445.25,83393.26,83393.45
Fri Sep 20 2024,439.7,83377.22,83396.70
Fri Sep 20 2024,452.75,83391.13,83410.55
Fri Sep 20 2024,451.25,83398.55,83410.75
Fri Sep 20 2024,467.65,83458.01,83471.25
Fri Sep 20 2024,509.25,83568.99,83632.85
Fri Sep 20 2024,501.6,83585.32,83575.90
Fri Sep 20 2024,486.7,83539.27,83560.50
Fri Sep 20 2024,472.25,83501.94,83517.65
