category,Straddle Price,Index Spot,Synthetic Future
Wed Sep 11 2024,263.35,51133.25,51123.15
Wed Sep 11 2024,237.7,51108.8,51090.00
Wed Sep 11 2024,229.8,51107.35,51086.20
Wed Sep 11 2024,232,51128.85,51103.50
Wed Sep 11 2024,230.65,51133.6,51104.55
Wed Sep 11 2024,236.2,51122.35,51094.50
Wed Sep 11 2024,231.75,51126.15,51102.55
Wed Sep 11 2024,236.45,51105.35,51079.55
Wed Sep 11 2024,228.8,51090.45,51067.40
Wed Sep 11 2024,227.55,51092.55,51063.35
Wed Sep 11 2024,232,51085.15,51058.50
Wed Sep 11 2024,226.2,51108.2,51080.90
Wed Sep 11 2024,229.5,51087.75,51063.60
Wed Sep 11 2024,228.9,51092.85,51065.60
Wed Sep 11 2024,224.15,51104.85,51073.15
Wed Sep 11 2024,227.1,51095.95,51063.60
Wed Sep 11 2024,231.8,51072.35,51048.10
Wed Sep 11 2024,238.75,51072.05,51044.15
Wed Sep 11 2024,238.3,51079.3,51049.10
Wed Sep 11 2024,240.8,51072.4,51045.70
Wed Sep 11 2024,236.3,51079.75,51053.20
Wed Sep 11 2024,241.7,51081.25,51047.80
Wed Sep 11 2024,233.1,51088.05,51061.60
Wed Sep 11 2024,241.05,51074.3,51047.85
Wed Sep 11 2024,246.9,51057.35,51020.60
Wed Sep 11 2024,247.65,51062.7,51043.05
Wed Sep 11 2024,248.3,51080.05,51047.70
Wed Sep 11 2024,246.4,51068.35,51036.50
Wed Sep 11 2024,241.9,51053.85,51028.30
Wed Sep 11 2024,240.15,51067.5,51043.55
Wed Sep 11 2024,236.1,51089.45,51055.90
Wed Sep 11 2024,243.7,51145.35,51121.30
Wed Sep 11 2024,228.85,51123.75,51100.05
Wed Sep 11 2024,230.35,51119.95,51089.85
Wed Sep 11 2024,223.85,51105.85,51073.85
Wed Sep 11 2024,222.9,51108.95,51080.10
Wed Sep 11 2024,223.9,51104,51072.70
Wed Sep 11 2024,226.15,51105.6,51087.45
Wed Sep 11 2024,222.75,51112.8,51088.85
Wed Sep 11 2024,221.35,51108.75,51081.35
Wed Sep 11 2024,220.4,51100.45,51076.90
Wed Sep 11 2024,220.9,51115.85,51098.90
Wed Sep 11 2024,219.8,51122.15,51100.50
Wed Sep 11 2024,217.2,51130.35,51100.70
Wed Sep 11 2024,220.75,51145.75,51131.15
Wed Sep 11 2024,220.05,51144.4,51134.35
Wed Sep 11 2024,222.9,51157.4,51149.80
Wed Sep 11 2024,223.5,51156.3,51139.10
Wed Sep 11 2024,251.05,51206.35,51210.35
Wed Sep 11 2024,255.15,51212.95,51196.95
Wed Sep 11 2024,261.4,51229.3,51218.20
Wed Sep 11 2024,260.3,51234.95,51218.10
Wed Sep 11 2024,256.85,51213.85,51203.15
Wed Sep 11 2024,257.25,51220.95,51209.35
Wed Sep 11 2024,255.65,51227.1,51228.25
Wed Sep 11 2024,251.65,51216.05,51212.35
Wed Sep 11 2024,263.15,51253.5,51252.45
Wed Sep 11 2024,262.9,51272.9,51260.80
Wed Sep 11 2024,258.6,51263.7,51257.70
Wed Sep 11 2024,262.2,51267.75,51270.70
Wed Sep 11 2024,261.9,51290.85,51281.40
Wed Sep 11 2024,260.3,51304.5,51283.00
Wed Sep 11 2024,246.7,51282.6,51250.90
Wed Sep 11 2024,256.55,51288.65,51279.25
